id	entityids	type	filename	url
1508639	{RxNorm:6099}	TEST_ALERT	kanamycin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/kanamycin_Pre_and_Post_Test_Alerts.xlsx
162739	{RxNorm:3355}	DRUG_RESOURCE	diclofenac-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/diclofenac-Drug_Resource_Mappings.xlsx
1507489	{CYP3A5}	ALLELE_FUNCTION_REFERENCE	CYP3A5_allele_functionality_reference.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_function_reference/CYP3A5_allele_functionality_reference.xlsx
1607721	{RxNorm:6472}	DRUG_RESOURCE	lovastatin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/lovastatin-Drug_Resource_Mappings.xlsx
6602760	{NAT2}	ALLELE_FUNCTION_REFERENCE	NAT2_allele_functionality_reference.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_function_reference/NAT2_allele_functionality_reference.xlsx
876667	{RxNorm:6099}	RECOMMENDATION	kanamycin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/kanamycin%20recommendation.xlsx
2620284	{RxNorm:1086769}	DRUG_RESOURCE	vilazodone-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/vilazodone-Drug_Resource_Mappings.xlsx
1665846	{HLA-B}	FREQUENCY	HLA-B_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/HLA-B_frequency_table.xlsx
3011472	{RxNorm:7299}	DRUG_RESOURCE	neomycin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/neomycin-Drug_Resource_Mappings.xlsx
1508655	{RxNorm:20890}	TEST_ALERT	lornoxicam_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/lornoxicam_Pre_and_Post_Test_Alerts.xlsx
621581	{RxNorm:2049549}	DRUG_RESOURCE	plazomicin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/plazomicin-Drug_Resource_Mappings.xlsx
2458459	{RxNorm:6572}	RECOMMENDATION	mafenide recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/mafenide%20recommendation.xlsx
162545	{EGF}	GENE_RESOURCE	EGF-Gene_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/gene_resource/EGF-Gene_Resource_Mappings.xlsx
2620676	{RxNorm:734064}	DRUG_RESOURCE	desvenlafaxine-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/desvenlafaxine-Drug_Resource_Mappings.xlsx
1508713	{RxNorm:10109}	TEST_ALERT	streptomycin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/streptomycin_Pre_and_Post_Test_Alerts.xlsx
163407	{RxNorm:4502}	RECOMMENDATION	flurbiprofen recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/flurbiprofen%20recommendation.xlsx
2458481	{RxNorm:10184}	TEST_ALERT	sulfanilamide_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/sulfanilamide_Pre_and_Post_Test_Alerts.xlsx
1508695	{RxNorm:2556}	TEST_ALERT	citalopram_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/citalopram_Pre_and_Post_Test_Alerts.xlsx
1508643	{RxNorm:7934}	TEST_ALERT	paromomycin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/paromomycin_Pre_and_Post_Test_Alerts.xlsx
1508645	{RxNorm:816346}	TEST_ALERT	dexlansoprazole_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/dexlansoprazole_Pre_and_Post_Test_Alerts.xlsx
3011690	{RxNorm:3328}	RECOMMENDATION	dibekacin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/dibekacin%20recommendation.xlsx
3011698	{RxNorm:7337}	RECOMMENDATION	netilmicin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/netilmicin%20recommendation.xlsx
1507487	{CYP2D6}	ALLELE_FUNCTION_REFERENCE	CYP2D6_allele_functionality_reference.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_function_reference/CYP2D6_allele_functionality_reference.xlsx
1508629	{RxNorm:10485}	TEST_ALERT	thioguanine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/thioguanine_Pre_and_Post_Test_Alerts.xlsx
1507507	{CACNA1S}	FREQUENCY	CACNA1S_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/CACNA1S_frequency_table.xlsx
1508597	{RxNorm:140587}	TEST_ALERT	celecoxib_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/celecoxib_Pre_and_Post_Test_Alerts.xlsx
876711	{ATC:D06AX07}	RECOMMENDATION	gentamicin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/gentamicin%20recommendation.xlsx
1508635	{RxNorm:4492}	TEST_ALERT	fluorouracil_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/fluorouracil_Pre_and_Post_Test_Alerts.xlsx
1508693	{RxNorm:519}	TEST_ALERT	allopurinol_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/allopurinol_Pre_and_Post_Test_Alerts.xlsx
2458465	{RxNorm:11258}	RECOMMENDATION	vitamin k recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/vitamin%20k%20recommendation.xlsx
622215	\N	ALLELE_SUMMARY	cpic_alleles.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_summary/cpic_alleles.xlsx
3128170	{RxNorm:1455099}	TEST_ALERT	vortioxetine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/vortioxetine_Pre_and_Post_Test_Alerts.xlsx
1508647	{RxNorm:27392}	TEST_ALERT	tropisetron_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/tropisetron_Pre_and_Post_Test_Alerts.xlsx
162619	{MC4R}	GENE_RESOURCE	MC4R-Gene_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/gene_resource/MC4R-Gene_Resource_Mappings.xlsx
1508657	{RxNorm:40790}	TEST_ALERT	pantoprazole_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/pantoprazole_Pre_and_Post_Test_Alerts.xlsx
1507475	{VKORC1}	ALLELE_DEFINITION	VKORC1_allele_definition_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_definition/VKORC1_allele_definition_table.xlsx
1508627	{RxNorm:103}	TEST_ALERT	mercaptopurine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/mercaptopurine_Pre_and_Post_Test_Alerts.xlsx
1508649	{RxNorm:194000}	TEST_ALERT	capecitabine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/capecitabine_Pre_and_Post_Test_Alerts.xlsx
163079	{RxNorm:9894}	DRUG_RESOURCE	sodium nitrite-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/sodium%20nitrite-Drug_Resource_Mappings.xlsx
1508641	{RxNorm:2002}	TEST_ALERT	carbamazepine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/carbamazepine_Pre_and_Post_Test_Alerts.xlsx
2458589	{RxNorm:2054023}	TEST_ALERT	tafenoquine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/tafenoquine_Pre_and_Post_Test_Alerts.xlsx
2458673	{RxNorm:2393}	TEST_ALERT	chloroquine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/chloroquine_Pre_and_Post_Test_Alerts.xlsx
1607813	{RxNorm:861634}	DRUG_RESOURCE	pitavastatin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/pitavastatin-Drug_Resource_Mappings.xlsx
2458463	{RxNorm:7240}	RECOMMENDATION	nalidixic acid recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/nalidixic%20acid%20recommendation.xlsx
1508691	{RxNorm:36453}	TEST_ALERT	sevoflurane_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/sevoflurane_Pre_and_Post_Test_Alerts.xlsx
2458585	{RxNorm:2551}	TEST_ALERT	ciprofloxacin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/ciprofloxacin_Pre_and_Post_Test_Alerts.xlsx
2458505	{RxNorm:1151}	TEST_ALERT	vitamin c_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/vitamin%20c_Pre_and_Post_Test_Alerts.xlsx
3011518	{RxNorm:7337}	DRUG_RESOURCE	netilmicin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/netilmicin-Drug_Resource_Mappings.xlsx
1508633	{RxNorm:641}	TEST_ALERT	amikacin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/amikacin_Pre_and_Post_Test_Alerts.xlsx
2458491	{RxNorm:10171}	TEST_ALERT	sulfadiazine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/sulfadiazine_Pre_and_Post_Test_Alerts.xlsx
1508595	{RxNorm:2670}	TEST_ALERT	codeine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/codeine_Pre_and_Post_Test_Alerts.xlsx
1507511	{CYP2C19}	FREQUENCY	CYP2C19_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/CYP2C19_frequency_table.xlsx
1507509	{CYP2B6}	FREQUENCY	CYP2B6_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/CYP2B6_frequency_table.xlsx
1508689	{RxNorm:10689}	TEST_ALERT	tramadol_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/tramadol_Pre_and_Post_Test_Alerts.xlsx
2457707	{RxNorm:10635}	DRUG_RESOURCE	tolbutamide-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/tolbutamide-Drug_Resource_Mappings.xlsx
6602830	{NAT2}	DIPLOTYPE_PHENOTYPE	NAT2_Diplotype_Phenotype_Table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/diplotype_phenotype/NAT2_Diplotype_Phenotype_Table.xlsx
2458077	{RxNorm:11258}	DRUG_RESOURCE	vitamin k-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/vitamin%20k-Drug_Resource_Mappings.xlsx
162879	{ATC:C10AA}	DRUG_RESOURCE	hmg coa reductase inhibitors-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/hmg%20coa%20reductase%20inhibitors-Drug_Resource_Mappings.xlsx
162865	{RxNorm:1731031}	DRUG_RESOURCE	lesinurad-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/lesinurad-Drug_Resource_Mappings.xlsx
1507449	{CYP2C9}	ALLELE_DEFINITION	CYP2C9_allele_definition_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_definition/CYP2C9_allele_definition_table.xlsx
163115	{RxNorm:32968}	DRUG_RESOURCE	clopidogrel-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/clopidogrel-Drug_Resource_Mappings.xlsx
3011716	{RxNorm:7299}	RECOMMENDATION	neomycin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/neomycin%20recommendation.xlsx
2458469	{RxNorm:10638}	RECOMMENDATION	toluidine blue recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/toluidine%20blue%20recommendation.xlsx
1507513	{CYP2C9}	FREQUENCY	CYP2C9_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/CYP2C9_frequency_table.xlsx
2458509	{RxNorm:4815}	TEST_ALERT	glyburide_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/glyburide_Pre_and_Post_Test_Alerts.xlsx
1507515	{CYP2D6}	FREQUENCY	CYP2D6_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/CYP2D6_frequency_table.xlsx
1608353	{RxNorm:6472}	RECOMMENDATION	lovastatin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/lovastatin%20recommendation.xlsx
1508659	{RxNorm:32968}	TEST_ALERT	clopidogrel_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/clopidogrel_Pre_and_Post_Test_Alerts.xlsx
1508599	{RxNorm:32624}	TEST_ALERT	oxcarbazepine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/oxcarbazepine_Pre_and_Post_Test_Alerts.xlsx
2458605	{RxNorm:7517}	TEST_ALERT	norfloxacin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/norfloxacin_Pre_and_Post_Test_Alerts.xlsx
1508661	{RxNorm:42316}	TEST_ALERT	tacrolimus_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/tacrolimus_Pre_and_Post_Test_Alerts.xlsx
876715	{RxNorm:10109}	RECOMMENDATION	streptomycin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/streptomycin%20recommendation.xlsx
1608305	{RxNorm:42463}	RECOMMENDATION	pravastatin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/pravastatin%20recommendation.xlsx
1508663	{RxNorm:2049549}	TEST_ALERT	plazomicin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/plazomicin_Pre_and_Post_Test_Alerts.xlsx
2457739	{RxNorm:7833}	DRUG_RESOURCE	aminosalicylic acid-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/aminosalicylic%20acid-Drug_Resource_Mappings.xlsx
2458391	{RxNorm:6878}	RECOMMENDATION	methylene blue recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/methylene%20blue%20recommendation.xlsx
2458097	{RxNorm:4816}	DRUG_RESOURCE	gliclazide-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/gliclazide-Drug_Resource_Mappings.xlsx
6602854	{NAT2}	GENE_CDS	NAT2_CDS.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/gene_cds/NAT2_CDS.xlsx
1508631	{ATC:D06AX07}	TEST_ALERT	gentamicin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/gentamicin_Pre_and_Post_Test_Alerts.xlsx
2457757	{RxNorm:31748}	DRUG_RESOURCE	nicorandil-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/nicorandil-Drug_Resource_Mappings.xlsx
2458393	{RxNorm:4601}	RECOMMENDATION	furazolidone recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/furazolidone%20recommendation.xlsx
162805	{ATC:C09AA}	DRUG_RESOURCE	Ace Inhibitors, Plain-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/Ace%20Inhibitors,%20Plain-Drug_Resource_Mappings.xlsx
162809	{RxNorm:2555}	DRUG_RESOURCE	cisplatin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/cisplatin-Drug_Resource_Mappings.xlsx
6603164	{NAT2}	GENE_PHENOTYPE	NAT2_phenotypes.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/gene_phenotype/NAT2_phenotypes.xlsx
162839	{RxNorm:284635}	DRUG_RESOURCE	fluticasone_salmeterol-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/fluticasone_salmeterol-Drug_Resource_Mappings.xlsx
1508603	{RxNorm:8183}	TEST_ALERT	phenytoin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/phenytoin_Pre_and_Post_Test_Alerts.xlsx
162841	{RxNorm:82122}	DRUG_RESOURCE	levofloxacin-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/levofloxacin-Drug_Resource_Mappings.xlsx
163035	{RxNorm:6960}	DRUG_RESOURCE	midazolam-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/midazolam-Drug_Resource_Mappings.xlsx
1608369	{RxNorm:83367}	RECOMMENDATION	atorvastatin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/atorvastatin%20recommendation.xlsx
3011950	{RxNorm:NA}	TEST_ALERT	ribostamycin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/ribostamycin_Pre_and_Post_Test_Alerts.xlsx
2458099	{RxNorm:10178}	DRUG_RESOURCE	sulfadimidine-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/sulfadimidine-Drug_Resource_Mappings.xlsx
1507483	{CYP2C19}	ALLELE_FUNCTION_REFERENCE	CYP2C19_allele_functionality_reference.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_function_reference/CYP2C19_allele_functionality_reference.xlsx
1608361	{RxNorm:41127}	RECOMMENDATION	fluvastatin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/fluvastatin%20recommendation.xlsx
2457827	{RxNorm:7455}	DRUG_RESOURCE	nitrofural-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/nitrofural-Drug_Resource_Mappings.xlsx
2458193	{RxNorm:10184}	DRUG_RESOURCE	sulfanilamide-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/sulfanilamide-Drug_Resource_Mappings.xlsx
1507485	{CYP2C9}	ALLELE_FUNCTION_REFERENCE	CYP2C9_allele_functionality_reference.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_function_reference/CYP2C9_allele_functionality_reference.xlsx
2458345	{RxNorm:10178}	RECOMMENDATION	sulfadimidine recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/sulfadimidine%20recommendation.xlsx
1608381	{RxNorm:861634}	RECOMMENDATION	pitavastatin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/pitavastatin%20recommendation.xlsx
1507519	{CYP4F2}	FREQUENCY	CYP4F2_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/CYP4F2_frequency_table.xlsx
1508601	{RxNorm:10834}	TEST_ALERT	trimipramine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/trimipramine_Pre_and_Post_Test_Alerts.xlsx
1507491	{DPYD}	ALLELE_FUNCTION_REFERENCE	DPYD_allele_functionality_reference.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/allele_function_reference/DPYD_allele_functionality_reference.xlsx
1507521	{DPYD}	FREQUENCY	DPYD_frequency_table.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/frequency/DPYD_frequency_table.xlsx
3011848	{RxNorm:7337}	TEST_ALERT	netilmicin_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/netilmicin_Pre_and_Post_Test_Alerts.xlsx
1508665	{RxNorm:32937}	TEST_ALERT	paroxetine_Pre_and_Post_Test_Alerts.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/test_alert/paroxetine_Pre_and_Post_Test_Alerts.xlsx
2457825	{RxNorm:10638}	DRUG_RESOURCE	toluidine blue-Drug_Resource_Mappings.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/drug_resource/toluidine%20blue-Drug_Resource_Mappings.xlsx
2458471	{RxNorm:7517}	RECOMMENDATION	norfloxacin recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/norfloxacin%20recommendation.xlsx
2458473	{RxNorm:10184}	RECOMMENDATION	sulfanilamide recommendation.xlsx	https://files.cpicpgx.org/data/report/2026-02-04/recommendation/sulfanilamide%20recommendation.xlsx
