id	fileid	source	changedate	changemessage
1878720	1507477	SYSTEM	2022-03-18 05:30:21.432455	exported from DB
1878768	1665844	SYSTEM	2022-03-18 05:32:15.524526	exported from DB
1878814	1507563	SYSTEM	2022-03-18 05:32:53.001452	exported from DB
1878858	162461	SYSTEM	2022-03-18 05:32:59.057027	exported from DB
1878900	162503	SYSTEM	2022-03-18 05:32:59.6098	exported from DB
1878942	162545	SYSTEM	2022-03-18 05:33:00.439003	exported from DB
1878984	162587	SYSTEM	2022-03-18 05:33:00.955073	exported from DB
1879024	162627	SYSTEM	2022-03-18 05:33:01.949175	exported from DB
162452	162451	SYSTEM	2020-10-01 05:43:16.413582	exported from DB
162454	162453	SYSTEM	2020-10-01 05:43:16.434056	exported from DB
162456	162455	SYSTEM	2020-10-01 05:43:16.451638	exported from DB
162458	162457	SYSTEM	2020-10-01 05:43:16.476382	exported from DB
162460	162459	SYSTEM	2020-10-01 05:43:16.502266	exported from DB
162462	162461	SYSTEM	2020-10-01 05:43:16.525999	exported from DB
162464	162463	SYSTEM	2020-10-01 05:43:16.548381	exported from DB
162466	162465	SYSTEM	2020-10-01 05:43:16.566791	exported from DB
162468	162467	SYSTEM	2020-10-01 05:43:16.587103	exported from DB
162470	162469	SYSTEM	2020-10-01 05:43:16.603852	exported from DB
162472	162471	SYSTEM	2020-10-01 05:43:16.627124	exported from DB
162474	162473	SYSTEM	2020-10-01 05:43:16.655796	exported from DB
162476	162475	SYSTEM	2020-10-01 05:43:16.677563	exported from DB
162478	162477	SYSTEM	2020-10-01 05:43:16.694509	exported from DB
162480	162479	SYSTEM	2020-10-01 05:43:16.717139	exported from DB
162482	162481	SYSTEM	2020-10-01 05:43:16.736588	exported from DB
162484	162483	SYSTEM	2020-10-01 05:43:16.76266	exported from DB
162486	162485	SYSTEM	2020-10-01 05:43:16.797036	exported from DB
162488	162487	SYSTEM	2020-10-01 05:43:16.821895	exported from DB
162490	162489	SYSTEM	2020-10-01 05:43:16.843901	exported from DB
162492	162491	SYSTEM	2020-10-01 05:43:16.876902	exported from DB
162494	162493	SYSTEM	2020-10-01 05:43:16.900549	exported from DB
162496	162495	SYSTEM	2020-10-01 05:43:16.928654	exported from DB
162498	162497	SYSTEM	2020-10-01 05:43:16.950628	exported from DB
162500	162499	SYSTEM	2020-10-01 05:43:16.978346	exported from DB
162502	162501	SYSTEM	2020-10-01 05:43:17.001149	exported from DB
162504	162503	SYSTEM	2020-10-01 05:43:17.02929	exported from DB
162506	162505	SYSTEM	2020-10-01 05:43:17.055917	exported from DB
162508	162507	SYSTEM	2020-10-01 05:43:17.080556	exported from DB
162510	162509	SYSTEM	2020-10-01 05:43:17.102359	exported from DB
162512	162511	SYSTEM	2020-10-01 05:43:17.129693	exported from DB
162514	162513	SYSTEM	2020-10-01 05:43:17.155852	exported from DB
162516	162515	SYSTEM	2020-10-01 05:43:17.180492	exported from DB
162518	162517	SYSTEM	2020-10-01 05:43:17.20221	exported from DB
162520	162519	SYSTEM	2020-10-01 05:43:17.225232	exported from DB
162522	162521	SYSTEM	2020-10-01 05:43:17.249056	exported from DB
162524	162523	SYSTEM	2020-10-01 05:43:17.274675	exported from DB
162526	162525	SYSTEM	2020-10-01 05:43:17.295069	exported from DB
162528	162527	SYSTEM	2020-10-01 05:43:17.319864	exported from DB
162530	162529	SYSTEM	2020-10-01 05:43:17.349843	exported from DB
162532	162531	SYSTEM	2020-10-01 05:43:17.396822	exported from DB
162534	162533	SYSTEM	2020-10-01 05:43:17.418581	exported from DB
162536	162535	SYSTEM	2020-10-01 05:43:17.449246	exported from DB
162538	162537	SYSTEM	2020-10-01 05:43:17.478253	exported from DB
162540	162539	SYSTEM	2020-10-01 05:43:17.501915	exported from DB
162542	162541	SYSTEM	2020-10-01 05:43:17.52902	exported from DB
162544	162543	SYSTEM	2020-10-01 05:43:17.551141	exported from DB
162546	162545	SYSTEM	2020-10-01 05:43:17.574026	exported from DB
162548	162547	SYSTEM	2020-10-01 05:43:17.595844	exported from DB
162550	162549	SYSTEM	2020-10-01 05:43:17.628659	exported from DB
162552	162551	SYSTEM	2020-10-01 05:43:17.652018	exported from DB
162554	162553	SYSTEM	2020-10-01 05:43:17.672985	exported from DB
162556	162555	SYSTEM	2020-10-01 05:43:17.688927	exported from DB
162558	162557	SYSTEM	2020-10-01 05:43:17.707808	exported from DB
162560	162559	SYSTEM	2020-10-01 05:43:17.741955	exported from DB
162562	162561	SYSTEM	2020-10-01 05:43:17.759627	exported from DB
162564	162563	SYSTEM	2020-10-01 05:43:17.780018	exported from DB
162566	162565	SYSTEM	2020-10-01 05:43:17.801221	exported from DB
162568	162567	SYSTEM	2020-10-01 05:43:17.821936	exported from DB
162570	162569	SYSTEM	2020-10-01 05:43:17.843464	exported from DB
162572	162571	SYSTEM	2020-10-01 05:43:17.863977	exported from DB
162574	162573	SYSTEM	2020-10-01 05:43:17.900375	exported from DB
162576	162575	SYSTEM	2020-10-01 05:43:17.922098	exported from DB
162578	162577	SYSTEM	2020-10-01 05:43:17.945055	exported from DB
162580	162579	SYSTEM	2020-10-01 05:43:17.966257	exported from DB
162582	162581	SYSTEM	2020-10-01 05:43:17.982321	exported from DB
162584	162583	SYSTEM	2020-10-01 05:43:18.005526	exported from DB
162586	162585	SYSTEM	2020-10-01 05:43:18.027681	exported from DB
162588	162587	SYSTEM	2020-10-01 05:43:18.044021	exported from DB
162590	162589	SYSTEM	2020-10-01 05:43:18.059819	exported from DB
162592	162591	SYSTEM	2020-10-01 05:43:18.084767	exported from DB
162594	162593	SYSTEM	2020-10-01 05:43:18.105697	exported from DB
162596	162595	SYSTEM	2020-10-01 05:43:18.123343	exported from DB
162598	162597	SYSTEM	2020-10-01 05:43:18.151992	exported from DB
162600	162599	SYSTEM	2020-10-01 05:43:18.179593	exported from DB
162602	162601	SYSTEM	2020-10-01 05:43:18.196358	exported from DB
162604	162603	SYSTEM	2020-10-01 05:43:18.214006	exported from DB
162606	162605	SYSTEM	2020-10-01 05:43:18.231867	exported from DB
162608	162607	SYSTEM	2020-10-01 05:43:18.251665	exported from DB
162610	162609	SYSTEM	2020-10-01 05:43:18.271247	exported from DB
162612	162611	SYSTEM	2020-10-01 05:43:18.32926	exported from DB
162614	162613	SYSTEM	2020-10-01 05:43:18.35843	exported from DB
162616	162615	SYSTEM	2020-10-01 05:43:18.380954	exported from DB
162618	162617	SYSTEM	2020-10-01 05:43:18.397005	exported from DB
162620	162619	SYSTEM	2020-10-01 05:43:18.413971	exported from DB
162622	162621	SYSTEM	2020-10-01 05:43:18.432918	exported from DB
162624	162623	SYSTEM	2020-10-01 05:43:18.455777	exported from DB
162626	162625	SYSTEM	2020-10-01 05:43:18.476628	exported from DB
162628	162627	SYSTEM	2020-10-01 05:43:18.492553	exported from DB
162630	162629	SYSTEM	2020-10-01 05:43:18.509931	exported from DB
162632	162631	SYSTEM	2020-10-01 05:43:18.528169	exported from DB
162634	162633	SYSTEM	2020-10-01 05:43:18.549395	exported from DB
162636	162635	SYSTEM	2020-10-01 05:43:18.569593	exported from DB
162638	162637	SYSTEM	2020-10-01 05:43:18.586844	exported from DB
162640	162639	SYSTEM	2020-10-01 05:43:18.605292	exported from DB
162642	162641	SYSTEM	2020-10-01 05:43:18.628441	exported from DB
162644	162643	SYSTEM	2020-10-01 05:43:18.650036	exported from DB
162646	162645	SYSTEM	2020-10-01 05:43:18.676565	exported from DB
162648	162647	SYSTEM	2020-10-01 05:43:18.697129	exported from DB
162650	162649	SYSTEM	2020-10-01 05:43:18.717072	exported from DB
162652	162651	SYSTEM	2020-10-01 05:43:18.73757	exported from DB
162654	162653	SYSTEM	2020-10-01 05:43:18.799284	exported from DB
162656	162655	SYSTEM	2020-10-01 05:43:18.81643	exported from DB
162658	162657	SYSTEM	2020-10-01 05:43:18.838166	exported from DB
162660	162659	SYSTEM	2020-10-01 05:43:18.860011	exported from DB
162662	162661	SYSTEM	2020-10-01 05:43:18.883386	exported from DB
162664	162663	SYSTEM	2020-10-01 05:43:18.903722	exported from DB
162666	162665	SYSTEM	2020-10-01 05:43:18.927666	exported from DB
162668	162667	SYSTEM	2020-10-01 05:43:18.952434	exported from DB
162670	162669	SYSTEM	2020-10-01 05:43:18.97492	exported from DB
162672	162671	SYSTEM	2020-10-01 05:43:18.999777	exported from DB
162674	162673	SYSTEM	2020-10-01 05:43:19.020855	exported from DB
162676	162675	SYSTEM	2020-10-01 05:43:19.050672	exported from DB
162678	162677	SYSTEM	2020-10-01 05:43:19.071796	exported from DB
162680	162679	SYSTEM	2020-10-01 05:43:19.092801	exported from DB
162682	162681	SYSTEM	2020-10-01 05:43:19.116593	exported from DB
162684	162683	SYSTEM	2020-10-01 05:43:19.139586	exported from DB
162686	162685	SYSTEM	2020-10-01 05:43:19.159701	exported from DB
162688	162687	SYSTEM	2020-10-01 05:43:19.192079	exported from DB
162690	162689	SYSTEM	2020-10-01 05:43:19.215635	exported from DB
162692	162691	SYSTEM	2020-10-01 05:43:19.237006	exported from DB
162694	162693	SYSTEM	2020-10-01 05:43:19.25957	exported from DB
162696	162695	SYSTEM	2020-10-01 05:43:19.281727	exported from DB
162698	162697	SYSTEM	2020-10-01 05:43:19.30221	exported from DB
162700	162699	SYSTEM	2020-10-01 05:43:19.32237	exported from DB
162702	162701	SYSTEM	2020-10-01 05:43:19.343507	exported from DB
162704	162703	SYSTEM	2020-10-01 05:43:19.365723	exported from DB
162706	162705	SYSTEM	2020-10-01 05:43:19.389704	exported from DB
162708	162707	SYSTEM	2020-10-01 05:43:19.411505	exported from DB
1659452	1507441	SYSTEM	2022-02-18 22:26:00.969902	exported from DB
1659570	1405725	SYSTEM	2022-02-18 22:28:16.798305	exported from DB
1659688	162525	SYSTEM	2022-02-18 22:28:29.68175	exported from DB
1659804	162641	SYSTEM	2022-02-18 22:28:31.328804	exported from DB
1659920	163117	SYSTEM	2022-02-18 22:29:23.108968	exported from DB
1660036	1607813	SYSTEM	2022-02-18 22:29:24.40306	exported from DB
1660150	162971	SYSTEM	2022-02-18 22:29:25.684002	exported from DB
1660264	163057	SYSTEM	2022-02-18 22:29:26.929747	exported from DB
1660378	163203	SYSTEM	2022-02-18 22:29:28.042725	exported from DB
1660492	468414	SYSTEM	2022-02-18 22:31:10.9692	exported from DB
1660604	1608387	SYSTEM	2022-02-18 22:31:13.908786	exported from DB
1660716	1508673	SYSTEM	2022-02-18 22:31:39.307527	exported from DB
1659454	1507443	SYSTEM	2022-02-18 22:26:01.82383	exported from DB
1659572	1405727	SYSTEM	2022-02-18 22:28:17.205317	exported from DB
162738	162737	SYSTEM	2020-10-01 05:44:11.686975	exported from DB
162740	162739	SYSTEM	2020-10-01 05:44:11.717186	exported from DB
162742	162741	SYSTEM	2020-10-01 05:44:11.73769	exported from DB
162744	162743	SYSTEM	2020-10-01 05:44:11.7583	exported from DB
162746	162745	SYSTEM	2020-10-01 05:44:11.782253	exported from DB
162748	162747	SYSTEM	2020-10-01 05:44:11.803049	exported from DB
162750	162749	SYSTEM	2020-10-01 05:44:11.826256	exported from DB
162752	162751	SYSTEM	2020-10-01 05:44:11.85189	exported from DB
162754	162753	SYSTEM	2020-10-01 05:44:11.87016	exported from DB
162756	162755	SYSTEM	2020-10-01 05:44:11.892756	exported from DB
162758	162757	SYSTEM	2020-10-01 05:44:11.913714	exported from DB
162760	162759	SYSTEM	2020-10-01 05:44:11.934569	exported from DB
162762	162761	SYSTEM	2020-10-01 05:44:11.956336	exported from DB
162764	162763	SYSTEM	2020-10-01 05:44:11.97748	exported from DB
162766	162765	SYSTEM	2020-10-01 05:44:11.998543	exported from DB
162768	162767	SYSTEM	2020-10-01 05:44:12.022828	exported from DB
162770	162769	SYSTEM	2020-10-01 05:44:12.043955	exported from DB
162772	162771	SYSTEM	2020-10-01 05:44:12.065637	exported from DB
162774	162773	SYSTEM	2020-10-01 05:44:12.087314	exported from DB
162776	162775	SYSTEM	2020-10-01 05:44:12.107498	exported from DB
162778	162777	SYSTEM	2020-10-01 05:44:12.129859	exported from DB
162780	162779	SYSTEM	2020-10-01 05:44:12.150503	exported from DB
162782	162781	SYSTEM	2020-10-01 05:44:12.171708	exported from DB
162784	162783	SYSTEM	2020-10-01 05:44:12.191241	exported from DB
162786	162785	SYSTEM	2020-10-01 05:44:12.21715	exported from DB
162788	162787	SYSTEM	2020-10-01 05:44:12.239793	exported from DB
162790	162789	SYSTEM	2020-10-01 05:44:12.260734	exported from DB
162792	162791	SYSTEM	2020-10-01 05:44:12.287394	exported from DB
162794	162793	SYSTEM	2020-10-01 05:44:12.307842	exported from DB
162796	162795	SYSTEM	2020-10-01 05:44:12.329186	exported from DB
162798	162797	SYSTEM	2020-10-01 05:44:12.348807	exported from DB
162800	162799	SYSTEM	2020-10-01 05:44:12.371746	exported from DB
162802	162801	SYSTEM	2020-10-01 05:44:12.39624	exported from DB
162804	162803	SYSTEM	2020-10-01 05:44:12.418975	exported from DB
162806	162805	SYSTEM	2020-10-01 05:44:12.442884	exported from DB
162808	162807	SYSTEM	2020-10-01 05:44:12.465922	exported from DB
162810	162809	SYSTEM	2020-10-01 05:44:12.491606	exported from DB
162812	162811	SYSTEM	2020-10-01 05:44:12.524334	exported from DB
162814	162813	SYSTEM	2020-10-01 05:44:12.553442	exported from DB
162816	162815	SYSTEM	2020-10-01 05:44:12.577978	exported from DB
162818	162817	SYSTEM	2020-10-01 05:44:12.597359	exported from DB
162820	162819	SYSTEM	2020-10-01 05:44:12.616346	exported from DB
162822	162821	SYSTEM	2020-10-01 05:44:12.634862	exported from DB
162824	162823	SYSTEM	2020-10-01 05:44:12.658817	exported from DB
162826	162825	SYSTEM	2020-10-01 05:44:12.679638	exported from DB
162828	162827	SYSTEM	2020-10-01 05:44:12.699777	exported from DB
162830	162829	SYSTEM	2020-10-01 05:44:12.715655	exported from DB
162832	162831	SYSTEM	2020-10-01 05:44:12.736805	exported from DB
162834	162833	SYSTEM	2020-10-01 05:44:12.764236	exported from DB
162836	162835	SYSTEM	2020-10-01 05:44:12.780631	exported from DB
162838	162837	SYSTEM	2020-10-01 05:44:12.7986	exported from DB
162840	162839	SYSTEM	2020-10-01 05:44:12.814154	exported from DB
162842	162841	SYSTEM	2020-10-01 05:44:12.832053	exported from DB
162844	162843	SYSTEM	2020-10-01 05:44:12.856379	exported from DB
162846	162845	SYSTEM	2020-10-01 05:44:12.877085	exported from DB
162848	162847	SYSTEM	2020-10-01 05:44:12.900725	exported from DB
162850	162849	SYSTEM	2020-10-01 05:44:12.917274	exported from DB
162852	162851	SYSTEM	2020-10-01 05:44:12.93821	exported from DB
162854	162853	SYSTEM	2020-10-01 05:44:12.961238	exported from DB
162856	162855	SYSTEM	2020-10-01 05:44:12.977473	exported from DB
162858	162857	SYSTEM	2020-10-01 05:44:12.999302	exported from DB
162860	162859	SYSTEM	2020-10-01 05:44:13.022548	exported from DB
162862	162861	SYSTEM	2020-10-01 05:44:13.038609	exported from DB
162864	162863	SYSTEM	2020-10-01 05:44:13.062305	exported from DB
162866	162865	SYSTEM	2020-10-01 05:44:13.078958	exported from DB
162868	162867	SYSTEM	2020-10-01 05:44:13.095524	exported from DB
162870	162869	SYSTEM	2020-10-01 05:44:13.111994	exported from DB
162872	162871	SYSTEM	2020-10-01 05:44:13.129167	exported from DB
162874	162873	SYSTEM	2020-10-01 05:44:13.145743	exported from DB
162876	162875	SYSTEM	2020-10-01 05:44:13.162365	exported from DB
162878	162877	SYSTEM	2020-10-01 05:44:13.192601	exported from DB
162880	162879	SYSTEM	2020-10-01 05:44:13.209845	exported from DB
162882	162881	SYSTEM	2020-10-01 05:44:13.226905	exported from DB
162884	162883	SYSTEM	2020-10-01 05:44:13.247718	exported from DB
162886	162885	SYSTEM	2020-10-01 05:44:13.274313	exported from DB
162888	162887	SYSTEM	2020-10-01 05:44:13.294939	exported from DB
162890	162889	SYSTEM	2020-10-01 05:44:13.315526	exported from DB
162892	162891	SYSTEM	2020-10-01 05:44:13.332506	exported from DB
162894	162893	SYSTEM	2020-10-01 05:44:13.350469	exported from DB
162896	162895	SYSTEM	2020-10-01 05:44:13.366493	exported from DB
162898	162897	SYSTEM	2020-10-01 05:44:13.386132	exported from DB
162900	162899	SYSTEM	2020-10-01 05:44:13.402256	exported from DB
162902	162901	SYSTEM	2020-10-01 05:44:13.419829	exported from DB
162904	162903	SYSTEM	2020-10-01 05:44:13.444076	exported from DB
162906	162905	SYSTEM	2020-10-01 05:44:13.464548	exported from DB
162908	162907	SYSTEM	2020-10-01 05:44:13.480541	exported from DB
162910	162909	SYSTEM	2020-10-01 05:44:13.496475	exported from DB
162912	162911	SYSTEM	2020-10-01 05:44:13.518041	exported from DB
162914	162913	SYSTEM	2020-10-01 05:44:13.549208	exported from DB
162916	162915	SYSTEM	2020-10-01 05:44:13.575946	exported from DB
162918	162917	SYSTEM	2020-10-01 05:44:13.593269	exported from DB
162920	162919	SYSTEM	2020-10-01 05:44:13.608351	exported from DB
162922	162921	SYSTEM	2020-10-01 05:44:13.632401	exported from DB
162924	162923	SYSTEM	2020-10-01 05:44:13.652702	exported from DB
162926	162925	SYSTEM	2020-10-01 05:44:13.674842	exported from DB
162928	162927	SYSTEM	2020-10-01 05:44:13.703706	exported from DB
162930	162929	SYSTEM	2020-10-01 05:44:13.7285	exported from DB
162932	162931	SYSTEM	2020-10-01 05:44:13.749152	exported from DB
162934	162933	SYSTEM	2020-10-01 05:44:13.767331	exported from DB
162936	162935	SYSTEM	2020-10-01 05:44:13.782781	exported from DB
162938	162937	SYSTEM	2020-10-01 05:44:13.802866	exported from DB
162940	162939	SYSTEM	2020-10-01 05:44:13.821686	exported from DB
162942	162941	SYSTEM	2020-10-01 05:44:13.850383	exported from DB
162944	162943	SYSTEM	2020-10-01 05:44:13.879805	exported from DB
162946	162945	SYSTEM	2020-10-01 05:44:13.901045	exported from DB
162948	162947	SYSTEM	2020-10-01 05:44:13.921515	exported from DB
162950	162949	SYSTEM	2020-10-01 05:44:13.941535	exported from DB
162952	162951	SYSTEM	2020-10-01 05:44:13.958419	exported from DB
162954	162953	SYSTEM	2020-10-01 05:44:13.974071	exported from DB
162956	162955	SYSTEM	2020-10-01 05:44:13.989654	exported from DB
162958	162957	SYSTEM	2020-10-01 05:44:14.008263	exported from DB
162960	162959	SYSTEM	2020-10-01 05:44:14.028645	exported from DB
162962	162961	SYSTEM	2020-10-01 05:44:14.043532	exported from DB
162964	162963	SYSTEM	2020-10-01 05:44:14.060189	exported from DB
162966	162965	SYSTEM	2020-10-01 05:44:14.08134	exported from DB
162968	162967	SYSTEM	2020-10-01 05:44:14.098951	exported from DB
162970	162969	SYSTEM	2020-10-01 05:44:14.120749	exported from DB
162972	162971	SYSTEM	2020-10-01 05:44:14.150008	exported from DB
162974	162973	SYSTEM	2020-10-01 05:44:14.172503	exported from DB
162976	162975	SYSTEM	2020-10-01 05:44:14.188879	exported from DB
162978	162977	SYSTEM	2020-10-01 05:44:14.204472	exported from DB
162980	162979	SYSTEM	2020-10-01 05:44:14.223584	exported from DB
162982	162981	SYSTEM	2020-10-01 05:44:14.238921	exported from DB
162984	162983	SYSTEM	2020-10-01 05:44:14.253635	exported from DB
162986	162985	SYSTEM	2020-10-01 05:44:14.270304	exported from DB
162988	162987	SYSTEM	2020-10-01 05:44:14.286043	exported from DB
162990	162989	SYSTEM	2020-10-01 05:44:14.310257	exported from DB
162992	162991	SYSTEM	2020-10-01 05:44:14.331734	exported from DB
162994	162993	SYSTEM	2020-10-01 05:44:14.354545	exported from DB
162996	162995	SYSTEM	2020-10-01 05:44:14.372153	exported from DB
162998	162997	SYSTEM	2020-10-01 05:44:14.387192	exported from DB
163000	162999	SYSTEM	2020-10-01 05:44:14.402179	exported from DB
163002	163001	SYSTEM	2020-10-01 05:44:14.421595	exported from DB
163004	163003	SYSTEM	2020-10-01 05:44:14.440298	exported from DB
163006	163005	SYSTEM	2020-10-01 05:44:14.455814	exported from DB
163008	163007	SYSTEM	2020-10-01 05:44:14.471149	exported from DB
163010	163009	SYSTEM	2020-10-01 05:44:14.486425	exported from DB
163012	163011	SYSTEM	2020-10-01 05:44:14.508504	exported from DB
163014	163013	SYSTEM	2020-10-01 05:44:14.529651	exported from DB
163016	163015	SYSTEM	2020-10-01 05:44:14.560567	exported from DB
163018	163017	SYSTEM	2020-10-01 05:44:14.578909	exported from DB
163020	163019	SYSTEM	2020-10-01 05:44:14.597205	exported from DB
163022	163021	SYSTEM	2020-10-01 05:44:14.621034	exported from DB
163024	163023	SYSTEM	2020-10-01 05:44:14.643038	exported from DB
163026	163025	SYSTEM	2020-10-01 05:44:14.659424	exported from DB
163028	163027	SYSTEM	2020-10-01 05:44:14.674588	exported from DB
163030	163029	SYSTEM	2020-10-01 05:44:14.690123	exported from DB
163032	163031	SYSTEM	2020-10-01 05:44:14.705625	exported from DB
163034	163033	SYSTEM	2020-10-01 05:44:14.731774	exported from DB
163036	163035	SYSTEM	2020-10-01 05:44:14.751123	exported from DB
163038	163037	SYSTEM	2020-10-01 05:44:14.772313	exported from DB
163040	163039	SYSTEM	2020-10-01 05:44:14.795608	exported from DB
163042	163041	SYSTEM	2020-10-01 05:44:14.818324	exported from DB
163044	163043	SYSTEM	2020-10-01 05:44:14.837872	exported from DB
163046	163045	SYSTEM	2020-10-01 05:44:14.854284	exported from DB
163048	163047	SYSTEM	2020-10-01 05:44:14.875433	exported from DB
163050	163049	SYSTEM	2020-10-01 05:44:14.890032	exported from DB
163052	163051	SYSTEM	2020-10-01 05:44:14.905618	exported from DB
163054	163053	SYSTEM	2020-10-01 05:44:14.919864	exported from DB
163056	163055	SYSTEM	2020-10-01 05:44:14.934627	exported from DB
163058	163057	SYSTEM	2020-10-01 05:44:14.950202	exported from DB
163060	163059	SYSTEM	2020-10-01 05:44:14.971039	exported from DB
163062	163061	SYSTEM	2020-10-01 05:44:14.987158	exported from DB
163064	163063	SYSTEM	2020-10-01 05:44:15.040049	exported from DB
163066	163065	SYSTEM	2020-10-01 05:44:15.056791	exported from DB
163068	163067	SYSTEM	2020-10-01 05:44:15.076991	exported from DB
163070	163069	SYSTEM	2020-10-01 05:44:15.094259	exported from DB
163072	163071	SYSTEM	2020-10-01 05:44:15.118991	exported from DB
163074	163073	SYSTEM	2020-10-01 05:44:15.136306	exported from DB
163076	163075	SYSTEM	2020-10-01 05:44:15.152567	exported from DB
163078	163077	SYSTEM	2020-10-01 05:44:15.168357	exported from DB
163080	163079	SYSTEM	2020-10-01 05:44:15.182941	exported from DB
163082	163081	SYSTEM	2020-10-01 05:44:15.197308	exported from DB
163084	163083	SYSTEM	2020-10-01 05:44:15.212346	exported from DB
163086	163085	SYSTEM	2020-10-01 05:44:15.227684	exported from DB
163088	163087	SYSTEM	2020-10-01 05:44:15.242484	exported from DB
163090	163089	SYSTEM	2020-10-01 05:44:15.25762	exported from DB
163092	163091	SYSTEM	2020-10-01 05:44:15.27324	exported from DB
163094	163093	SYSTEM	2020-10-01 05:44:15.28942	exported from DB
163096	163095	SYSTEM	2020-10-01 05:44:15.304379	exported from DB
163098	163097	SYSTEM	2020-10-01 05:44:15.321297	exported from DB
163100	163099	SYSTEM	2020-10-01 05:44:15.336756	exported from DB
163102	163101	SYSTEM	2020-10-01 05:44:15.361438	exported from DB
163104	163103	SYSTEM	2020-10-01 05:44:15.383444	exported from DB
163106	163105	SYSTEM	2020-10-01 05:44:15.402338	exported from DB
163108	163107	SYSTEM	2020-10-01 05:44:15.429308	exported from DB
163110	163109	SYSTEM	2020-10-01 05:44:15.456856	exported from DB
163112	163111	SYSTEM	2020-10-01 05:44:15.47316	exported from DB
163114	163113	SYSTEM	2020-10-01 05:44:15.488757	exported from DB
163116	163115	SYSTEM	2020-10-01 05:44:15.503744	exported from DB
163118	163117	SYSTEM	2020-10-01 05:44:15.519031	exported from DB
163120	163119	SYSTEM	2020-10-01 05:44:15.538958	exported from DB
163122	163121	SYSTEM	2020-10-01 05:44:15.555382	exported from DB
163124	163123	SYSTEM	2020-10-01 05:44:15.578126	exported from DB
